ccode,cname,ccode_qog,cname_qog,ccodealp,ccodecow,version,ajr_settmort,atop_ally,atop_number,bci_bci,bicc_gmi,bmr_dem,bmr_demdur,bti_aar,bti_acp,bti_aod,bti_cdi,bti_ci,bti_cps,bti_cr,bti_ds,bti_eo,bti_eos,bti_ep,bti_ffe,bti_foe,bti_ij,bti_mes,bti_muf,bti_pdi,bti_pp,bti_prp,bti_ps,bti_rol,bti_sdi,bti_seb,bti_sel,bti_sop,bti_ssn,bti_su,bti_wr,cbie_index,ccp_cc,ccp_childwrk,ccp_equal,ccp_freerel,ccp_slave,ccp_strike,cpds_enps,cpds_enpv,cpds_la,cpds_lall,cpds_lcom,cpds_lcon,cpds_le,cpds_lfe,cpds_lg,cpds_ll,cpds_lls,cpds_lmo,cpds_lnl,cpds_lo,cpds_lp,cpds_lpc,cpds_lpen,cpds_lper,cpds_lr,cpds_lreg,cpds_lrel,cpds_ls,cpds_tg,cpds_vt,cri_contr,cses_pc,cses_sd,cspf_sfi,dr_eg,dr_ig,dr_pg,dr_sg,ef_ef,egov_egov,ens_brdep,ens_cor,ens_law,epi_eh,epi_epi,ess_happy,ess_health,ess_relig,ess_trlegal,ess_trparl,ess_trpart,ess_trpeople,ess_trpolice,ess_trpolit,fh_aor,fh_cl,fh_ep,fh_feb,fh_fog,fh_pair,fh_pr,fh_rol,fh_status,fhn_fotnsc,fhn_fotnst,fhp_score5,fhp_status5,fi_ftradeint,fi_index,gcb_br,gcb_fcwell,gcb_orcag,gcb_pcbmost,gcb_pcjmost,gcb_pclgcmost,gcb_pclmost,gcb_pcori,gcb_pcpmost,gcb_pcpolmost,gcb_pcrmost,gcb_pctaxmost,gcb_pfcaag,gcb_sarcag,gcb_wsdag,gd_ptsa,gd_ptsh,gdg_total,gendip_afrp,gendip_afsp,gfs_rcr,gii_gii,gol_enep,gol_est,gol_est_spec,gol_pr,gpi_gpi,h_j,ht_colonial,ht_region,ibp_obi,icrg_qog,ideavt_legvt,ideavt_presvt,iiag_be,iiag_edu,iiag_gov,iiag_hd,iiag_he,iiag_inf,iiag_srol,ipu_l_sw,ipu_u_sw,jht_ccc,jht_ccd,lis_gini,mad_gdppc,mad_gdppc1900,nelda_mbbe,nelda_mtop,nelda_oa,nelda_rpae,nunn_desert,nunn_dist_coast,nunn_tropical,ohi_ohi,p_durable,p_polity2,pei_eir,pei_peii,pwt_hci,pwt_pop,rd_inw,rd_outw,rsf_pfi,sgi_ec,sgi_ecbg,sgi_ecec,sgi_eclm,sgi_ectx,sgi_en,sgi_enen,sgi_enge,sgi_qd,sgi_qdep,sgi_so,sgi_soed,sgi_sofa,sgi_sogi,sgi_sohe,sgi_soin,sgi_sope,sgi_sosi,sgi_sosl,ti_cpi,top_top10_income_share,top_top1_income_share,undp_hdi,van_index,vdem_corr,vdem_delibdem,vdem_egaldem,vdem_gender,vdem_libdem,vdem_mecorrpt,vdem_partipdem,vdem_polyarchy,voh_gti,wbgi_cce,wbgi_gee,wbgi_pve,wbgi_rle,wdi_acel,wdi_acelr,wdi_acelu,wdi_afp,wdi_agedr,wdi_araland,wdi_area,wdi_armexp,wdi_armimp,wdi_birth,wdi_bribfirm,wdi_broadb,wdi_busden,wdi_co2,wdi_death,wdi_debt,wdi_eduprp,wdi_eduprs,wdi_emp,wdi_empagr,wdi_empagrf,wdi_empagrm,wdi_empind,wdi_empindf,wdi_empindm,wdi_empser,wdi_empserf,wdi_empserm,wdi_expedu,wdi_expeduge,wdi_expedup,wdi_expedus,wdi_expedut,wdi_expmil,wdi_fdiin,wdi_fdiout,wdi_fertility,wdi_firftopm,wdi_firgifttax,wdi_forest,wdi_gdpagr,wdi_gdpcapcon2015,wdi_gdpcappppcon2017,wdi_gdpind,wdi_gerp,wdi_gerpp,wdi_gers,wdi_gert,wdi_gini,wdi_homicides,wdi_idpdis,wdi_idpvc,wdi_idpvp,wdi_infpay,wdi_internet,wdi_lfpf,wdi_lifexp,wdi_lifexpf,wdi_lifexpm,wdi_litrad,wdi_litradf,wdi_litradm,wdi_litry,wdi_migration,wdi_nerp,wdi_ners,wdi_pop,wdi_pop14,wdi_pop1564,wdi_pop65,wdi_popden,wdi_poprul,wdi_popurb,wdi_refasy,wdi_refori,wdi_semp,wdi_smokf,wdi_smokm,wdi_spr,wdi_tacpsr,wdi_taxrev,wdi_tele,wdi_trade,wdi_unempfilo,wdi_unempilo,wdi_unempmilo,wdi_unempyfilo,wdi_unempyilo,wdi_unempymilo,wdi_wip,wef_ci,wef_elec,wef_gci,wef_mobile,wef_oc,wef_pr,wef_qoi,wef_wlf,who_halet,who_sanittot,whr_hap,wjp_abs_cor,wjp_civ_just,wjp_cj_cor,wjp_crim_jus,wjp_crsys_cor,wjp_exec_br,wjp_gov_pow,wjp_jud_br,wjp_leg_br,wjp_ord_secur,wjp_pol_mil,wvs_confaf,wvs_confch,wvs_confcs,wvs_confgov,wvs_confjs,wvs_conflu,wvs_confpar,wvs_confpol,wvs_confpp,wvs_confpr,wvs_conftv,wvs_demimp,wvs_democ,wvs_godbel,wvs_hap,wvs_imprel,wvs_pmi12,wvs_psarmy,wvs_psdem,wvs_psexp,wvs_pssl,wvs_relacc,wvs_satfin,wvs_subh,wvs_trust
4,"Afghanistan",4,"Afghanistan","AFG",700,"QoGBasCSjan23",4.5400982,1,1,63.74239,154.9384307861328,0,220,5,3,,3,9,4.5,2,3.283333301544189,3,4,4,4,4,3,3.142857074737549,2,3,3.75,3.5,3,3,3,1,1,4,2,2.5,2.5,.8700000047683716,1,1,1,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,31.298248,38.131985,45.484158,35.664837,.68225533,.32030001,,,,16,43.599998,,,,,,,,,,4,6,3,6,3,2,5,2,3,,,60,2,,,,,,,,,,,,,,,,,,5,5,,4,19,.6627445220947266,.66500002,,,,,3.592000007629395,0,0,8,50,,45.22999954223633,19,,,,,,,,27.89999961853027,25,52330,2189,,1934.555053710938,,0,1,1,1,4.355736143291409,.9224445132674083,0,,4,-1,2.9444444,,,,828.5718994140625,217.2923126220703,38.27000045776367,,,,,,,,,,,,,,,,,,,,16,.41010001,.1508,.48800001,11.29300022125244,.9110000133514404,.2949999868869781,.1909999996423721,.5429999828338623,.1940000057220459,2.719000101089478,.1580000072717667,.3510000109672546,9.038740158081055,-1.4077104,-1.4956267,-2.6555312,-1.7278944,97.69999694824219,97.07563018798828,99.5,2.785071134567261,87.64932250976563,11.94057273864746,652230,,382000000,36.46599960327148,,.0521134808659554,.2116511166095734,.160976454615593,6.790999889373779,,7.298679828643799,4.458119869232178,2.829999923706055,42.5,64.95999908447266,36.59999847412109,18.54999923706055,25.02000045776367,16.85000038146973,38.95999908447266,10.02000045776367,46.54999923706055,3.213779926300049,11.34377002716064,44.19060134887695,22.25369071960449,,1.118230581283569,.1238042041659355,.1392317116260529,4.869999885559082,,,1.852782011032104,25.77397155761719,584.3869018554688,2079.921875,14.05811214447021,106.7010803222656,,55.42520904541016,10.56252002716064,,6.655560970306396,117000,461000,2993000,,17.60000038146973,22.72395515441895,63.56499862670898,66.677001953125,60.61899948120117,37.26604080200195,22.60078048706055,52.06343078613281,55.92940139770508,-8082,,50.14070129394531,37769500,44.29135131835938,53.2908935546875,2.417753934860229,57.90825271606445,74.24600219726563,25.75399971008301,72227,2727556,82.19000244140625,7.5,40.09999847412109,2.5,2,9.89845085144043,.3564675450325012,,14.0649995803833,11.21700000762939,10.40999984741211,21.33699989318848,17.61100006103516,16.36300086975098,27.86885261535645,,,,,,,,,53.90000152587891,,2.375091791152954,.2765677571296692,.3763687610626221,.1482366770505905,.2801420390605927,.2388151586055756,.3577868342399597,.4343914985656738,.164564773440361,.1969695836305618,.295795738697052,.386949896812439,,,,,,,,,,,,,,,,,,,,,,,,,
8,"Albania",8,"Albania","ALB",339,"QoGBasCSjan23",,1,8,52.931854,106.0002975463867,1,23,10,5,8,8,3,7.5,8,7.150000095367432,7,6,6,7,7,5,6.535714149475098,10,6,7.75,6.5,6,5.5,7,6,6,5,7,4.5,7,.7285000085830688,2,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68.493942,66.098152,62.797745,67.002754,1.886458,.73989999,30,43.40000152587891,40,40,47.099998,,,,,,,,,,9,3,8,13,7,9,3,9,2,,,51,2,8.230920791625977,7.789999961853027,25,.4000000059604645,.6200000047683716,.3799999952316284,.5600000023841858,.4199999868869781,.550000011920929,,.3600000143051147,.3600000143051147,.2700000107288361,.4300000071525574,.5699999928474426,.4699999988079071,.5199999809265137,2,,30.55555534362793,25,25,1.496578335762024,.156,3.511840105056763,2,9,25,1.771000027656555,0,0,1,55,.47222221,46.31999969482422,,,,,,,,,29.5,,58316,1181,,11104.166015625,1092,0,1,1,0,0,.0478929296146633,0,64.23000335693359,21,9,5.5521154,45.898121,2.964992,2.880917072296143,1472.812255859375,119.6796417236328,56.40999984741211,,,,,,,,,,,,,,,,,,,,35,.34490001,.0933,.81,27.29759979248047,.7599999904632568,.2140000015497208,.3389999866485596,.8980000019073486,.4070000052452087,2.092000007629395,.3059999942779541,.4880000054836273,0,-.54337406,-.033333246,.11116863,-.40284333,100,100,100,.5582678318023682,47.2803955078125,22.26277351379395,27400,,5000000,10.3430004119873,36.09999847412109,15.1777868270874,1.633538246154785,1.692248344421387,8.479999542236328,75.698486328125,8.307399749755859,9.462960243225098,3.069999933242798,36.41999816894531,41.63000106811523,32.70999908447266,20.14999961853027,16.30999946594238,22.8799991607666,43.43000030517578,42.06000137329102,44.40999984741211,3.916650056838989,13.43000030517578,57.60766983032227,21.5625,18.85009002685547,1.299676299095154,7.797918319702148,.2595591843128204,1.414000034332275,18.10000038146973,34.59999847412109,28.79197120666504,18.38934707641602,4543.38671875,13655.6650390625,20.61962890625,104.8127365112305,75.75498962402344,95.08659362792969,59.77849960327148,30.79999923706055,2.256229162216187,33000,,,31.60000038146973,68.55039215087891,43.86568450927734,79.28199768066406,81.66600036621094,77.16799926757813,98.14115142822266,97.76112365722656,98.51361846923828,99.33000183105469,-8889,94.5296630859375,86.60826873779297,2854191,16.75175857543945,67.89768981933594,15.35055255889893,104.1675567626953,38.77099990844727,61.22900009155273,120,15027,54.27000045776367,6.199999809265137,39.79999923706055,,,18.14437675476074,8.450550079345703,76.27919769287109,11.32199954986572,11.47000026702881,11.58199977874756,25.97800064086914,27.01799964904785,27.67900085449219,29.5081958770752,29.7581958770752,92.52799224853516,57.61417007446289,94.177001953125,3.781720399856567,3.30469012260437,35.46875381469727,.797844409942627,69.09999847412109,48,4.995317935943604,.3515867292881012,.4435628950595856,.2087623029947281,.4657526612281799,.3476413488388062,.3918022811412811,.4855878055095673,.2904541194438934,.1936562806367874,.7902356386184692,.530434250831604,2.7165589,2.5525737,2.1625903,1.5847586,1.8576866,1.5679805,1.3781805,2.585947,1.351408,1.8323277,,9.6376514,3.9559238,.9705652,2.8711927,2.8693283,,1.5964851,3.849031,3.475513,1.7441964,,,3.4887583,.027856566
12,"Algeria",12,"Algeria","DZA",615,"QoGBasCSjan23",4.3592696,1,9,55.245445,255.3821563720703,0,58,5,5,,2,6,7,5,4.699999809265137,5,6,6,5,5,4,5.357142925262451,8,3,4.25,5,4,4.25,2.5,5,5,4,6,5,5.5,.5529999732971191,2,2,1,2,98,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,35.936447,55.435513,79.864731,50.505341,2.3409088,.51730001,,,,42,29.6,,,,,,,,,,4,5,3,7,3,7,6,6,3,,,65,3,2.54923152923584,4.860000133514404,.119999997317791,.239999994635582,,.3700000047683716,.2800000011920929,.3899999856948853,.3899999856948853,.5099999904632568,.3100000023841858,.25,.1700000017881393,.4000000059604645,.5,,,4,3,3.333333253860474,18,10,,.43700001,,,,,2.233999967575073,0,6,3,2,.44444445,23.03000068664551,39.88000106811523,38.29999923706055,76.09999847412109,56,72.69999694824219,77.69999694824219,65.09999847412109,53.09999847412109,25.79999923706055,6.800000190734863,99610,2756,,14228.025390625,,1,1,1,1,23.27713605377173,.7522285126240592,0,61.70000076293945,14,2,3.9583333,44.132652,2.3839655,43.05305480957031,1785.838623046875,81.54536437988281,45.52999877929688,,,,,,,,,,,,,,,,,,,,35,.38080001,.099100001,.74800003,10.41234970092773,.6539999842643738,.1800000071525574,.2529999911785126,.7799999713897705,.1500000059604645,2.331000089645386,.1089999973773956,.2930000126361847,4.749369621276855,-.63569438,-.54141891,-1.0443426,-.84853494,99.5,98.68105316162109,99.80000305175781,2.553711175918579,57.05398941040039,3.151063442230225,2381741,0,164000000,23.29800033569336,,8.389434814453125,.3532967269420624,4.010034561157227,4.392000198364258,,1.391109943389893,,4.650000095367432,9.600000381469727,3.380000114440918,10.76000022888184,30.42000007629395,23.47999954223633,31.70999908447266,59.9900016784668,73.12999725341797,57.52000045776367,6.100359916687012,14.46347999572754,,,,6.021046161651611,.8041107058525085,.0181340780109167,2.98799991607666,,,.8141103386878967,12.33621215820313,4153.0048828125,11627.2802734375,36.84621429443359,108.8458480834961,,,52.61994171142578,,1.326270580291748,3200,2800,2500,,57.90000152587891,19.50249099731445,76.4739990234375,77.76000213623047,75.23799896240234,81.4078369140625,75.32296752929688,87.42295837402344,74.02999877929688,-36386,97.63516998291016,,42705368,30.47259140014648,63.67237091064453,5.855036735534668,17.9303150177002,26.81100082397461,73.18900299072266,98599,4514,32.29000091552734,.699999988079071,41.29999923706055,,,,10.85394477844238,51.80757141113281,18.6299991607666,10.51299953460693,8.515999794006348,46.80199813842773,27.36400032043457,23.77199935913086,25.75757598876953,34.38171768188477,93.78167724609375,56.25389099121094,121.9324798583984,4.776766777038574,4.077913284301758,43.39908599853516,.2113766223192215,66.40000152587891,18,4.744627475738525,.4504806101322174,.5543339252471924,.6247532367706299,.4312437176704407,.4749478995800018,.3820413947105408,.4832508563995361,.5962085723876953,.3513529002666473,.7229732871055603,.4723195135593414,,,,,,,,,,,,,,,,,,,,,,,,,
20,"Andorra",20,"Andorra","AND",232,"QoGBasCSjan23",,1,2,19.972071,,1,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,98,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.381989,54.357689,21.526253,87.342651,,.68809998,,,,,,,,,,,,,,,11,1,12,14,12,15,1,15,1,,,15,1,,,,,,,,,,,,,,,,,,1,,,28,50,,,3.539283990859985,3,12,9,,,0,5,,,68.33000183105469,,,,,,,,,46.40000152587891,,8049,84,,,,0,1,1,0,0,.134176601589367,0,,,,,,,,,91.5,68.79000091552734,,,,,,,,,,,,,,,,,,,,,,,.87300003,12.97799968719482,,,,,,,,,,1.2310431,1.9010377,1.6022023,1.572287,100,100,100,,37.95832824707031,1.702127695083618,470,,,7,,47.62453842163086,,6.549388885498047,3.900000095367432,,2.591389894485474,3.043570041656494,,,,,,,,,,,3.150609970092773,10.89523983001709,21.42038917541504,25.3067798614502,5.641059875488281,,,,,,,34.04255294799805,.5226332545280457,39413.6328125,,11.6998176574707,,,,,,2.588494062423706,,,,,91.56746673583984,,,,,,,,,1238,,,76343,13.67184925079346,72.48535919189453,13.84278869628906,162.4319152832031,12.01599979400635,87.98400115966797,,,,28.29999923706055,35.59999847412109,,,,51.94582366943359,,,,,,,,46.42856979370117,,,,,,,,,,100,,,,,,,,,,,,,,2.002002,2.5065064,2.441767,2.5771947,1.8827727,2.2360122,2.8829999,1.9574037,2.2449999,2.2077923,9.1126623,6.6112223,.64099997,3.2898407,2.0349302,2.7103934,1.3360488,3.6813626,2.6357214,1.8304914,1.751004,6.561316,4.0896416,.25574425
24,"Angola",24,"Angola","AGO",540,"QoGBasCSjan23",5.6347895,1,8,70.700119,180.8506317138672,0,45,5,3,,3,4,5.5,4,4.650000095367432,4,4,4,4,6,4,3.678571462631226,8,3,4.25,3.5,5,3.75,3,2,2,3,3,3,3.5,.6710000038146973,2,1,1,1,96,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,44.909138,43.62315,50.97385,34.986443,.86184466,.3847,,,,20.5,30.5,,,,,,,,,,6,5,3,7,2,3,6,5,3,62,2,73,3,5.406229496002197,5.550000190734863,,,,,,,,,,,,,,,,3,3,,17,15,,.537,,,,,1.988999962806702,0,7,4,36,.38425925,76.12999725341797,,24.39999961853027,24.29999923706055,40.59999847412109,37.79999923706055,53.79999923706055,37.70000076293945,44.70000076293945,30,,17553,405,,7771.44189453125,,1,1,1,1,.425228661821526,.4283643759996893,44.34624572755408,58.7400016784668,21,-2,4.25,35.459183,1.4819844,31.82529449462891,3.445473432540894,549.08203125,57.16999816894531,,,,,,,,,,,,,,,,,,,,26,.5801,.25979999,.59500003,9.413800239562988,.5550000071525574,.1979999989271164,.1570000052452087,.7310000061988831,.2020000070333481,1.324000000953674,.1059999987483025,.3659999966621399,.8274546265602112,-1.0781137,-1.0840102,-.35852498,-.99377495,45.64279937744141,7.333445072174072,72.27718353271484,.8581908941268921,92.31356048583984,3.930376291275024,1246700,,169000000,39.72499847412109,,.3680210113525391,,.7792025804519653,7.810999870300293,,,21.4677906036377,4.809999942779541,50.72999954223633,56.77999877929688,44.65000152587891,6.800000190734863,.9200000166893005,12.69999980926514,42.47000122070313,42.29999923706055,42.65000152587891,1.927459955215454,6.045360088348389,,,,1.643740296363831,-5.913333415985107,-3.389779329299927,5.441999912261963,,,53.87217330932617,7.882624626159668,2569.69140625,6602.423828125,49.76092147827148,85.02416229248047,39.61101913452148,50.67147827148438,10.63029003143311,51.29999923706055,,6700,,,,32.40000152587891,49.82186889648438,62.44800186157227,64.9219970703125,59.97700119018555,72.27999877929688,62.40000152587891,82.63999938964844,82.83000183105469,58986,,,32353588,45.42558670043945,51.99841690063477,2.575997114181519,25.95138168334961,33.82300186157227,66.177001953125,25793,8176,78.51000213623047,,,,,10.09038543701172,.3855090141296387,57.82953643798828,7.835000038146973,7.421000003814697,7.01200008392334,16.66500091552734,16.61000061035156,16.55400085449219,30,18.81977081298828,67.71697998046875,38.11248779296875,43.13051986694336,4.056840896606445,3.24653148651123,36.242431640625,.3997340202331543,54.79999923706055,,,.4221710562705994,.4440911412239075,.5272704362869263,.3507092595100403,.4622830450534821,.3403267562389374,.3896334171295166,.5049428343772888,.3834914863109589,.574617862701416,.4599232077598572,,,,,,,,,,,,,,,,,,,,,,,,,
28,"Antigua and Barbuda",28,"Antigua and Barbuda","ATG",58,"QoGBasCSjan23",,1,3,27.144474,,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.4659999907016754,2,2,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.965271,56.2131,33.459015,76.634247,4.6550922,.60549998,,,,55.799999,52.400002,,,,,,,,,,10,2,12,15,8,13,2,14,1,,,34,2,,,,,,,,,,,,,,,,,,,,,32,17,,,2.02167010307312,1,1,1,,,5,10,,,,,,,,,,,,11.10000038146973,52.90000152587891,159,5,,,,3,1,1,0,0,.0013240231462322,100,80.06999969482422,,,5.5,,,.0971179977059364,24.70600891113281,0,,,,,,,,,,,,,,,,,,,,,,,,.80000001,16.80839920043945,,,,,,,,,,.27413157,-.0076570828,.95355517,.40045848,100,100,100,,40.48160171508789,9.090909004211426,440,,,11.48499965667725,,8.684701919555664,3.611940383911133,5.644994735717773,5.864999771118164,,48.76025009155273,17.97352027893066,,,,,,,,,,,2.831340074539185,8.547490119934082,,,,,7.571001529693604,-.0327055603265762,1.468000054359436,,,18.59090995788574,1.733408808708191,17697.23046875,23035.658203125,21.16303825378418,102.2206192016602,70.25360107421875,111.1960372924805,,,3.089121103286743,1400,,,,73,,78.69100189208984,81.17099761962891,75.90899658203125,,,,,0,95.69547271728516,88.78981018066406,92117,19.38686370849609,71.18431854248047,9.428821563720703,209.3568115234375,75.49400329589844,24.50600051879883,5,117,,,,,,,29.31086921691895,139.4101715087891,,,,,,,11.11111068725586,,,,,,,,,67,,,.6094431281089783,.6617056131362915,.7807765603065491,.5611376762390137,.6827466487884521,.5878499746322632,.612133800983429,.8222879767417908,.3007019460201263,.7834897637367249,.7269327044487,,,,,,,,,,,,,,,,,,,,,,,,,
31,"Azerbaijan",31,"Azerbaijan","AZE",373,"QoGBasCSjan23",,1,14,47.398396,261.8308410644531,0,29,3,3,,2,4,7,3,3.433333396911621,6,6,6,2,2,3,5.25,5,2,2.25,4.5,2,3,2,5,5,2,5,4,5.5,.7105000019073486,2,2,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,70.939117,67.184349,72.291122,57.661079,2.0600748,.70999998,8.699999809265137,5.599999904632568,2.400000095367432,30.700001,38.599998,,,,,,,,,,1,6,0,2,0,5,7,0,3,38,3,90,3,7.236792087554932,6.429999828338623,15,.25,.4300000071525574,.1000000014901161,.1599999964237213,.1400000005960464,.119999997317791,,.0900000035762787,.2099999934434891,.0799999982118607,.1800000071525574,.3300000131130219,.3799999952316284,.3799999952316284,3,3,15,13,3,1.32155966758728,.31400001,,,,,2.144000053405762,0,0,1,35,.3611111,46.84000015258789,74.23999786376953,,,,,,,,16.79999923706055,,218700,2641,,16628.0546875,,1,1,1,1,0,.583659516329386,0,,23,-7,2.5476191,35.912697,,10.0477180480957,1275.168701171875,621.5490112304688,39.40000152587891,,,,,,,,,,,,,,,,,,,,30,.3822,.1399,.76099998,9.838399887084961,.9279999732971191,.0469999983906746,.1129999980330467,.6470000147819519,.0610000006854534,.5970000028610229,.0649999976158142,.1920000016689301,.291378527879715,-.82996404,-.08649461,-.68591243,-.59107012,100,100,100,1.627404570579529,44.20588302612305,25.35872459411621,82654,,44000000,14.10000038146973,12.10000038146973,18.98817443847656,2.232010126113892,3.542397737503052,5.599999904632568,,.7686799764633179,12.28503036499023,13.6899995803833,36,41.79999923706055,30.56999969482422,14.78999996185303,5.909999847412109,23.09000015258789,49.22000122070313,52.29000091552734,46.34000015258789,2.681080102920532,8.290690422058105,,,16.40216064453125,3.873411655426025,3.121830463409424,5.04775857925415,1.809999942779541,16.5,9.699999809265137,13.55336666107178,5.695258140563965,5348.26513671875,14442.041015625,48.82363128662109,97.93534851074219,41.13872146606445,94.77548980712891,31.54019927978516,,1.672021269798279,140,84000,651000,5.800000190734863,81.09999847412109,49.51072692871094,73.10199737548828,75.83200073242188,70.23000335693359,99.79598236083984,99.72675323486328,99.86824035644531,99.93392944335938,392,92.42466735839844,88.53256225585938,10024283,24.41365432739258,69.34529876708984,6.241043090820313,121.2800674438477,43.96900177001953,56.03099822998047,1109,11626,67.84999847412109,.1000000014901161,48.20000076293945,,,14.21885299682617,16.35152244567871,85.81814575195313,5.711999893188477,4.849999904632568,4.031000137329102,14.15999984741211,12.44600009918213,10.9350004196167,16.80672264099121,38.33138275146484,96.97734069824219,62.71789169311523,103.9214172363281,5.774840354919434,5.083663940429688,65.82981872558594,.7008140683174133,63.59999847412109,21,5.173389434814453,,,,,,,,,,,,3.5148568,2.9748693,2.919826,3.3358467,2.7415929,2.5491452,2.7484965,3.1338675,2.1819358,2.570622,,8.6898451,7.270813,.98540705,3.0282469,2.6347494,,1.7040551,3.4844151,2.4878035,3.0057688,,,3.6479604,.28228229
32,"Argentina",32,"Argentina","ARG",160,"QoGBasCSjan23",4.232656,1,3,60.90435,88.88909149169922,1,37,10,7,8,8,4,7,7,8.149999618530273,7,5,5,9,9,7,6.428571224212646,8,8,9,7.5,7,7.5,8,7,7,8,6,5.5,6.5,.5360000133514404,2,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,47.561443,70.019287,90.508827,71.987602,3.3117461,.82789999,7.099999904632568,50,39.5,56.299999,41.099998,,,,,,,,,,11,2,11,15,8,14,2,10,1,71,1,46,2,5.975559711456299,5.440000057220459,.1299999952316284,.4799999892711639,.7099999785423279,.3775856494903564,.3867051899433136,.3637679815292358,.4593603014945984,.4099999964237213,.4020973443984985,.4595509171485901,.1815924346446991,.2844836413860321,.6499999761581421,.5099999904632568,.6000000238418579,1,2,48.88888931274414,23,22,,.30599999,,2,9,25,1.947999954223633,0,2,2,58,.49768519,80.94000244140625,81.30999755859375,,,,,,,,40.20000076293945,38.90000152587891,1625514,43245,,18556.3828125,4583,0,1,1,0,0,.3523024037673626,0,63.56000137329102,35,9,8.2059126,63.877552,3.0968044,44.78067779541016,528.2894287109375,647.141357421875,77.27999877929688,,,,,,,,,,,,,,,,,,,,45,.4727,.1514,.852,38.51333999633789,.4359999895095825,.5709999799728394,.6000000238418579,.8790000081062317,.6119999885559082,3.065999984741211,.5199999809265137,.7779999971389771,3.006656408309937,-.08366286,-.096506894,-.091444202,-.40807465,100,100,100,.4998185932636261,55.13530731201172,11.92417144775391,2736690,,48000000,14.78299999237061,9.300000190734863,19.65153312683105,.1986299306154251,3.740650177001953,7.599999904632568,,26.08009910583496,26.48435020446777,3.789999961853027,.0599999986588955,.0299999993294477,.0799999982118607,21.84000015258789,9.199999809265137,31.20000076293945,78.09999847412109,90.76999664306641,68.73000335693359,4.724170207977295,12.53007030487061,29.59457969665527,39.53939819335938,22.0803394317627,.7061866521835327,1.485007166862488,.3400809466838837,1.99399995803833,8,6,10.48017883300781,5.31855583190918,12716.224609375,22071.748046875,23.1578483581543,109.5162963867188,77.77883148193359,108.230842590332,95.44790649414063,42.90000152587891,5.142843246459961,23000,,,6.800000190734863,79.90000152587891,42.50143814086914,77.28399658203125,80.68099975585938,73.85700225830078,99.00386810302734,99.06204223632813,98.93773651123047,99.50552368164063,4478,99.18399810791016,90.79605102539063,44938712,23.93954467773438,64.45985412597656,11.60059833526611,16.42082595825195,8.008999824523926,91.99099731445313,3857,99,26.51000022888184,19.89999961853027,29.79999923706055,,,10.59439754486084,17.33635711669922,32.630615234375,10.69799995422363,9.840000152587891,9.187000274658203,28.49200057983398,25.72400093078613,23.82999992370605,40.1574821472168,41.7470703125,94.69404602050781,57.20132827758789,132.0931549072266,4.059499740600586,3.750914096832275,47.72307586669922,.73512202501297,67.09999847412109,51,6.08556079864502,.5216665863990784,.5837454199790955,.5727914571762085,.4548251926898956,.4808534979820251,.5021253228187561,.6224614977836609,.6754651069641113,.282603919506073,.6180870532989502,.6264720559120178,2.2100618,2.6653817,1.860026,2.0317881,1.8425403,1.7885389,1.8790731,2.0917387,1.699247,2.108166,2.1381154,8.816411,6.9792185,.93394798,3.1845889,2.7241151,1.8576858,1.606765,3.5375638,2.6406152,2.688117,2.0312109,5.8023686,3.7973902,.2010431
